chn_1,chn_2,chn_3,chn_4,marker
-46.9519939039878,-340.272868147438,-37.2438231567691,-4337.14969783466,0
-46.9519939039878,-760.366480420196,-449.923083767372,-4170.74097935626,0
-45.9519939039878,-437.368150797059,-125.191310514773,-3968.90231864763,0
-45.9519939039878,-448.064264670332,-304.669109388332,-3741.60615894062,0
-44.9519939039878,-889.464086990656,-66.8993598554122,-3820.31609340807,0
-44.9519939039878,-724.134329649472,348.603525221736,-3371.2644357784,0
-43.9519939039878,-857.035414474869,551.517407167626,-3860.49383863205,0
-43.9519939039878,-602.000416796507,193.799716305842,-3481.63636327072,0
-42.9519939039878,-334.863102861532,-50.4363202504653,-3384.55417027095,0
-42.9519939039878,-216.938447408696,17.7308362418947,-3387.43202328685,0
-41.9519939039878,-274.127127581128,119.667419384157,-3033.25601768311,0
-41.9519939039878,87.8203901305409,-234.727370366997,-3144.01689477082,0
-40.9519939039878,566.009608314986,234.472998273948,-2972.79305509947,0
-40.9519939039878,637.768938714786,264.85781546395,-2814.56162787418,0
-39.9519939039878,1005.08321286287,-116.85507351354,-2829.67082369517,0
-39.9519939039878,1147.23307027869,-148.36186069025,-3315.85033813495,0
-38.9519939039878,1239.59924943434,295.850366396752,-2930.41250880159,0
-38.9519939039878,1344.7689760883,13.7684122388412,-2500.09774994993,0
-37.9519939039878,1496.38078039201,322.691628378739,-2347.67251740585,0
-37.9519939039878,1855.17369249105,30.607311789335,-2434.4176269281,0
-36.9519939039878,1718.11196896495,-183.62537737245,-2071.71838932534,0
-36.9519939039878,1944.99673967684,-87.139698415606,-2124.10316800469,0
-35.9519939039878,1550.3400569527,-405.160221197719,-1988.37471881279,0
-35.9519939039878,1703.75636298504,-94.0285941339868,-1878.34312221644,0
-34.9519939039878,1940.11804018464,-160.441737547128,-1833.51855129752,0
-34.9519939039878,2048.20488880403,238.803802422636,-2296.12547631658,0
-33.9519939039878,2340.73425348816,77.8160689300087,-1989.43872035019,0
-33.9519939039878,2313.57696995992,-163.370079212433,-1528.18002926515,0
-32.9519939039878,2361.05873979736,-378.558312812897,-1327.76814038962,0
-32.9519939039878,1953.74997552313,-842.367615667715,-1467.73202628133,0
-31.9519939039878,1723.01497780686,-486.450686634595,-1106.32679406324,0
-31.9519939039878,1841.06118000826,-939.829408512993,-1115.85605915034,0
-30.9519939039878,1569.43598612646,-1106.39520278953,-988.317990861399,0
-30.9519939039878,1771.67668608032,-1306.14325942293,-924.051550022824,0
-29.9519939039878,1892.59139154773,-1148.95713423526,-850.459668644736,0
-29.9519939039878,1985.03423865247,-1367.9712854904,-1285.95231898505,0
-28.9519939039878,2430.62648882313,-1019.64261346737,-1034.51884496401,0
-28.9519939039878,2290.89447672866,-1224.91076243537,-546.063601401201,0
-27.9519939039878,2257.19610817792,-1057.50536061878,-318.155968051436,0
-27.9519939039878,2021.95266106507,-758.204907064869,-497.826371772712,0
-26.9519939039878,1740.28396585226,-608.102152393277,-139.955345012745,0
-26.9519939039878,1756.56749025933,-799.620559174179,-112.887819083439,0
-25.9519939039878,1581.33447783548,-822.447038553732,5.16960281782394,0
-25.9519939039878,1828.41283835811,-495.013187583147,41.5887485863323,0
-24.9519939039878,1837.48209575066,-149.814811823035,140.525931964131,0
-24.9519939039878,1914.8344465342,-72.1744887429128,-279.315237061618,0
-23.9519939039878,1531.89487037124,-91.2853775164883,-62.7825094270838,0
-23.9519939039878,1295.52010352179,-299.336012051518,-544.548941919146,0
-22.9519939039878,1195.16549806079,115.624587532056,-300.413882661643,0
-22.9519939039878,1107.3601269011,353.21669181708,-502.695721515021,0
-21.9519939039878,760.800427557117,207.020262649206,-147.865233419029,0
-21.9519939039878,705.444298362973,274.779770046396,-104.469304283181,0
-20.9519939039878,604.519358158725,391.262694066313,15.5440852949077,0
-20.9519939039878,884.370461993067,366.785048856323,35.4029540596212,0
-19.9519939039878,816.601604845988,848.127002703415,151.154727638202,0
-19.9519939039878,892.181243050526,1126.83930700125,-262.354790762564,0
-18.9519939039878,608.715525909009,875.308595581369,-77.1848641564457,0
-18.9519939039878,298.829285530521,568.176791520247,-547.241669887243,0
-17.9519939039878,163.562713983151,206.178785159176,-284.852158946017,0
-17.9519939039878,188.659312635808,486.27111254066,-509.345263636237,0
-16.9519939039878,-218.707420087737,54.5034025562157,-150.341047189696,0
-16.9519939039878,-313.231521517822,280.307342180905,-97.9955374598821,0
-15.9519939039878,-358.626427179986,515.199238697921,18.4986062599028,0
-15.9519939039878,-68.3559620690917,273.044456466955,25.8811687724346,0
-14.9519939039878,-193.315369338581,-190.347847542803,147.938413676308,0
-14.9519939039878,-116.176192852521,254.726426483986,-264.33693773908,0
-13.9519939039878,-325.812544968763,-112.692564862857,-83.4379768823592,0
-13.9519939039878,-689.06341781499,-454.440882913845,-541.321408257386,0
-12.9519939039878,-859.514968145491,-707.959351160175,-276.332666846955,0
-12.9519939039878,-744.817846354415,-428.035319276697,-503.941108200265,0
-10.9519939039878,-730.619316172638,-66.8582209558996,-395.027741690664,0
-10.9519939039878,-433.35897804456,-465.542775932311,-393.011935614547,0
-9.95199390398781,-612.416038173103,-939.694772114589,-257.19559877369,0
-9.95199390398781,-515.470351521709,-1343.09347098515,-666.011542730065,0
-8.95199390398781,-690.090020352827,-1760.60094243855,-500.042262496459,0
-8.95199390398781,-1085.05898472326,-2178.29166898977,-954.6158824107,0
-7.95199390398781,-1278.81385167766,-2350.11950250397,-683.721838970235,0
-7.95199390398781,-1104.16613359688,-2071.36605930662,-923.436336480113,0
-6.95199390398781,-1583.50350106772,-1801.39577115521,-569.32764907557,0
-6.95199390398781,-1744.65392020842,-1459.92046580099,-497.598237875415,0
-5.95199390398781,-1694.22697915588,-1019.10219792377,-400.880685121318,0
-5.95199390398781,-1390.23482110756,-572.60115206389,-398.629265347993,0
-4.95199390398781,-1599.41303547923,-986.720274157434,-261.885433318125,0
-4.95199390398781,-1493.86557892975,-1384.49042359468,-663.195398063431,0
-3.95199390398781,-1633.68173877321,-1765.67972657837,-512.170758052761,0
-3.95199390398781,-2059.74423137525,-1301.41415592896,-952.136328740077,0
-2.95199390398781,-2270.34360773008,-1443.24799179852,-676.859122551544,0
-2.95199390398781,-2058.01265769577,-1054.78084350106,-933.092758165704,0
-1.95199390398781,-1580.95101934796,-902.019019960969,-561.817929964544,0
-1.95199390398781,-1766.81095749591,-534.297096717714,-495.810565696595,0
-0.951993903987812,-1674.61681373822,-1022.52046648328,-404.100738983168,0
-0.951993903987812,-1390.0796152594,-585.298112413457,-404.510258028316,0
1.04800609601219,-1502.00360123333,-889.153764113395,-256.051189387249,0
1.04800609601219,-1948.03715959875,-1370.84165870639,-690.560246039214,0
2.04800609601219,-2180.6645466926,-1594.35116970826,-411.030773601061,0
2.04800609601219,-1924.25513578052,-1173.85551819027,-673.255728944237,0
3.04800609601219,-1469.06817227354,-936.306422754734,-301.53585264835,0
3.04800609601219,-1673.33589800339,-626.874580220862,-223.239177126004,0
4.04800609601219,-1553.16730257714,-177.398443946226,-136.907326548858,0
4.04800609601219,-1262.29097367343,-560.629732305727,-142.575144931706,0
5.04800609601219,-1506.51953042982,-111.667832274998,16.095720538372,0
5.04800609601219,-1367.57102737608,-463.635426954909,-386.549388491115,0
6.04800609601219,-1519.35112717779,-484.507808607614,-268.159115493795,0
6.04800609601219,-1038.09332107971,-175.679959916587,-669.199807442291,0
7.04800609601219,-1155.28495614123,135.360039598231,-413.88618721723,0
7.04800609601219,-928.589050377106,221.886364973073,-702.787848944342,0
8.04800609601219,-499.596346159784,23.4809324237679,-291.320315919383,0
8.04800609601219,-711.702902196759,331.551451373768,-219.310412222551,0
9.04800609601219,-558.85506095769,796.121823869569,-140.424702457184,0
9.04800609601219,-287.055961727948,458.622032168244,-146.182278438969,0
10.0480060960122,-536.419401123506,884.07118117755,18.5397451594154,0
10.0480060960122,-421.484795685244,1327.02119202951,-391.98533307671,0
11.0480060960122,-506.410443879051,1256.76343146192,-264.847434083032,0
11.0480060960122,-977.243278850653,1584.27208043162,-675.293974420088,0
12.0480060960122,-1221.75980790364,1282.50516285693,-401.288334216489,0
12.0480060960122,-903.948719519043,963.530965586116,-686.412696988354,0
13.0480060960122,-511.229304971957,1029.16059995854,-301.116983853312,0
13.0480060960122,-727.453490860147,1258.55484354069,-213.392020542672,0
14.0480060960122,-555.034753152953,837.417799180296,-142.431158783412,0
14.0480060960122,-286.040578889978,502.902447643613,-142.330181484608,0
15.0480060960122,-546.152490758189,868.090588666887,27.552904052628,0
15.0480060960122,-417.888881877848,1307.91030325593,-392.288264973121,0
16.0480060960122,-502.032890980916,1316.72337750151,-268.333020841735,0
16.0480060960122,-12.0798174858479,1579.52801733782,-668.094667005385,0
17.0480060960122,-257.430344228951,1224.88639418959,-399.36976553922,0
17.0480060960122,86.6311019446316,1025.12898780631,-681.352612348305,0
18.0480060960122,457.543159850089,1050.42380115662,-296.501947307991,0
18.0480060960122,244.000482230129,1223.97759850036,-218.549342581568,0
19.0480060960122,438.589346874653,849.002139293046,-139.839408114119,0
19.0480060960122,684.437280311863,571.725956578196,-146.045772090586,0
20.0480060960122,422.029069870858,834.302462517207,22.5582676618042,0
20.0480060960122,555.47244018983,1284.99406627744,-397.211843264787,0
22.0480060960122,313.648639104942,911.548226152004,-124.485248846034,0
22.0480060960122,667.998550056628,811.563870786612,-416.558345735571,0
23.0480060960122,1018.2813198065,765.159192136412,-20.1850489317758,0
23.0480060960122,803.152924605327,898.770857953389,63.4671633271182,0
24.0480060960122,1025.61900351956,577.792074306325,122.344408329544,0
24.0480060960122,1258.79989580685,352.822132371755,130.882599928384,0
25.0480060960122,992.431131312771,526.086087468934,302.803930941472,0
25.0480060960122,1141.69053854436,968.609749725943,-119.68134735295,0
26.0480060960122,1060.47861100655,1198.86604024788,1.79060320785811,0
26.0480060960122,1543.1912381874,1270.70764844671,-391.261662435284,0
27.0480060960122,1290.04675993664,849.948333981836,-125.7119360315,0
27.0480060960122,1665.37002983983,875.518029978887,-417.448441925025,0
28.0480060960122,1999.65724747922,762.251419920863,-16.8677576710788,0
28.0480060960122,1781.26017971678,843.051958463543,64.5853934138695,0
29.0480060960122,2013.91374611031,606.007749522028,124.97729789835,0
29.0480060960122,2239.72703548489,353.13815391801,134.798275181992,0
30.0480060960122,1966.18888277575,502.706102895939,302.186847448783,0
30.0480060960122,2118.61224536985,917.988333875702,-120.657461241385,0
31.0480060960122,2049.70084878631,1260.79317366417,2.03369670497796,0
31.0480060960122,2520.57295270745,1251.91091126941,-389.533828655755,0
32.0480060960122,2258.71450755993,792.252897365407,-121.429750582235,0
32.0480060960122,2661.32034763988,933.576236891018,-425.414428830644,0
33.0480060960122,2977.53262879342,749.745194469036,-12.3275191248713,0
33.0480060960122,2750.48891233342,801.520369455607,71.6089255306551,0
34.0480060960122,3008.86925052214,583.923640283679,119.483384863442,0
34.0480060960122,3223.71715322664,420.377815221359,127.845801164364,0
35.0480060960122,2939.25849264689,461.006218389997,300.275758571425,0
35.0480060960122,3103.44758050158,866.175759889574,-124.266464698626,0
36.0480060960122,3034.59602231733,1330.65450483646,-7.21507588544318,0
36.0480060960122,3497.87612932842,1219.68419335123,-389.631066054603,0
37.0480060960122,3236.79184347173,730.204217200556,-116.582840239661,0
37.0480060960122,3657.15098864134,988.82951883638,-424.445794742121,0
38.0480060960122,3943.18601705242,733.816960557753,-11.8226326308531,0
38.0480060960122,3718.86494776016,738.458176402764,67.8054472757185,0
42.0480060960122,3450.35322059147,1178.59204258809,334.634219464348,0
42.0480060960122,3902.98770237869,1558.55091848636,22.8107109088132,0
43.0480060960122,4161.71772121327,1246.79659808,437.5169972954,0
43.0480060960122,3934.06440106049,1191.78453968178,527.182968683043,0
44.0480060960122,4247.56712469613,1110.99335088899,562.936412259439,0
44.0480060960122,4425.29278044045,995.479060957597,572.903245641352,0
45.0480060960122,4120.56760200081,912.284986443275,759.739297677731,0
45.0480060960122,4317.3536578693,1308.78917974552,332.178975143438,0
46.0480060960122,4250.89189575674,944.990411555783,442.554642535714,0
46.0480060960122,4690.8873856437,729.407618509994,67.4950355793962,0
47.0480060960122,4432.84737835094,1117.57183491105,335.584154053094,0
47.0480060960122,4891.64895516509,1591.245123899,14.6203300058523,0
48.0480060960122,5135.21741957931,1249.39956844916,440.924046155033,0
48.0480060960122,4903.02386088032,1149.28057668537,521.681575848223,0
49.0480060960122,5231.09723474333,1118.34225430192,564.682945538746,0
49.0480060960122,5406.42561461605,1020.95899935571,577.0096557927,0
50.0480060960122,5092.60125958422,889.882985708692,759.776696677288,0
50.0480060960122,5303.00803109133,1263.55508978145,330.896189458636,0
51.0480060960122,5241.63253291851,1021.18713325301,437.330002297615,0
51.0480060960122,5673.34040450366,703.377914818392,78.4716419493461,0
-148.951993903988,1338.23724081568,1601.83839052349,-4987.48838092949,0
-47.9519939039878,1813.46819813518,1206.57771395651,-5320.98086982829,0
-47.9519939039878,2045.93663948091,807.511689184622,-4885.82481048399,0
-46.9519939039878,1803.68648980107,654.858322743249,-4797.80439507685,0
-46.9519939039878,2158.49640844731,662.577476251793,-4766.93526084259,0
-45.9519939039878,2314.4820257492,639.962301219736,-4751.36231742709,0
-45.9519939039878,2001.62256490594,410.182847942149,-4570.25579212283,0
-44.9519939039878,2217.11560035279,762.316868170087,-4997.97319045526,0
-44.9519939039878,2151.51027533008,643.709680975338,-4895.26431797215,0
-43.9519939039878,2578.87612306667,265.452459556905,-5248.62876528551,0
-43.9519939039878,2311.73693918172,553.858584539888,-4988.63653021588,0
-42.9519939039878,1831.38418887291,271.307272937537,-5323.1238325029,0
-42.9519939039878,2036.98144903701,-151.64175295139,-4883.70802710907,0
-41.9519939039878,1795.06415045323,-389.976227377618,-4799.62946625523,0
-41.9519939039878,2173.86552731521,-335.912233618165,-4768.64065522238,0
-40.9519939039878,2317.99566175757,-291.20359959787,-4746.81833898093,0
-40.9519939039878,2001.86752835303,-594.546885003879,-4563.89048239825,0
-39.9519939039878,2224.30929791756,-266.146269894748,-4996.06210157791,0
-39.9519939039878,2160.0241575792,-277.100436864963,-4891.49823871677,0
-34.9519939039878,2400.06963623516,36.2059420230028,-5329.54898062678,0
-34.9519939039878,2335.70221809778,138.27716156367,-5224.83926166737,0
-32.9519939039878,1909.77249194417,447.967057194484,-5590.72676398236,0
-32.9519939039878,1997.21509280816,12.0817173588251,-5102.28834996934,0
-31.9519939039878,1807.81720930213,414.902601686229,-5028.91712268864,0
-31.9519939039878,2249.23573112223,643.032759083358,-5066.40213994452,0
-30.9519939039878,2365.6045881935,486.727380335254,-4988.14099347175,0
-30.9519939039878,2026.54338826068,72.4624021434386,-4795.57915460322,0
-29.9519939039878,2258.72011740986,280.722471075987,-5243.80242439269,0
-29.9519939039878,2221.57543104995,553.598661492967,-5145.43183585818,0
-28.9519939039878,2623.7343530852,959.985540428122,-5468.30113893285,0
-28.9519939039878,2333.32177177599,1071.00447061278,-5215.90464067323,0
