102.000000	103.397014	-234.574005	-109.704355	-80.153536	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1706820736.399017	0.000000
102.000000	-226.768834	-68.313013	-161.797422	110.809496	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1706820736.399017	0.000000
103.000000	-467.579122	-6.513036	-193.910073	462.036590	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1706820736.409138	0.000000
103.000000	-805.213550	255.506225	-588.327402	49.817337	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1706820736.409138	0.000000
104.000000	-727.447940	42.838684	-109.723055	-11.215960	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1706820736.424329	0.000000
104.000000	-813.273035	-183.406564	-573.767971	90.645825	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1706820736.424329	0.000000
105.000000	-1068.594135	-426.443962	-291.944070	-117.337491	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1706820736.425039	0.000000
105.000000	-880.329441	-103.290427	86.943324	364.331704	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1706820736.425039	0.000000
106.000000	-982.282853	3.289242	0.304802	4.416822	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1706820736.439511	0.000000
106.000000	-876.017336	-227.107295	-107.335129	-76.103224	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1706820736.439511	0.000000
107.000000	-1330.531118	97.280408	203.661862	232.494621	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1706820736.440045	0.000000
107.000000	-1201.700914	-73.451635	-160.832528	107.280900	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1706820736.440045	0.000000
108.000000	-1456.348832	2.773136	-194.736591	482.091804	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1706820736.453645	0.000000
108.000000	-1776.914357	254.765725	-586.812742	47.478030	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1706820736.453645	0.000000
